Unnamed: 0,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,RACE,DEATHDATE,HEALTHCARE_EXPENSES,INCOME,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE,Doctor_ID,Address,Cause of Operation
1508,P01509,Mrs.,Benjamin,Melissa,Cook,F,06/26/1963,62,Divorced,MO,,4074089532,No,III,Native American,,18952,86601,Kansas,472-38-9779,P939439506,Hispanic or Latino,755,D00004,9495 ARMINDA AVE SAINT LOUIS MO 63106-1994 USA,CT-guided biopsy
1509,P01510,Ms.,Benjamin,Leslie,Castro,M,04/22/2000,25,Divorced,MO,,1985221963,Yes,,Asian,,7128,80635,Illinois,449-23-6595,P876952923,White,2060,D00006,2704 COVINGTON MANOR LN SAINT LOUIS MO 63121-5997 USA,CT-guided biopsy
1510,P01511,Mr.,Jennifer,Brendan,Hopkins,F,11/20/1974,51,Married,MO,,1068591275,Yes,III,Asian,,15679,46560,Missouri,258-93-4467,P279029660,Asian,4476,D00042,5080 BROADWAY ST SAINT LOUIS MO 63141-4403 USA,Epidural Anesthesia
1511,P01512,Mrs.,Sandra,Lynn,Davis,F,07/16/1968,57,Single,MO,,4892489152,No,III,Caucasian,,10893,69101,Texas,554-15-6106,P422244761,Asian,5017,D00038,2541 MAPLE LN SAINT LOUIS MO 63101-9927 USA,Excision of Skin Cancer
1512,P01513,Ms.,Kathryn,Leslie,Brown,F,11/18/1990,35,Single,MO,,4096709119,No,Sr.,Asian,,9255,52605,Missouri,106-85-2042,P540601826,Hispanic or Latino,2346,D00027,5850 ARMINDA AVE SAINT LOUIS MO 63113-5594 USA,Coronary Artery Bypass Grafting (CABG)
1513,P01514,Master,Benjamin,Stephanie,Rodriguez,M,05/19/1965,60,Widowed,MO,,7848275426,No,III,African American,,5971,73839,Texas,118-61-7752,P935600823,White,9653,D00020,3514 CARDINAL WAY APT 2501 SAINT LOUIS MO 63109-8086 USA,Deep Brain Stimulation (DBS)
1514,P01515,Mr.,Scott,Rafael,Brown,M,06/14/1983,42,Widowed,MO,,9898228472,No,,Native American,,10843,34529,Missouri,600-27-8010,P786546753,White,9358,D00035,2823 ARMINDA AVE SAINT LOUIS MO 63113-9009 USA,Electroconvulsive Therapy (ECT)
1515,P01516,Master,John,Brendan,Perkins,M,01/13/1951,74,Married,MO,,2961602375,No,Jr.,Hispanic,,5451,99494,Missouri,481-42-1444,P473913093,Other,972,D00040,405 BROADWAY ST SAINT LOUIS MO 63128-8674 USA,CT-guided biopsy
1516,P01517,Mr.,Samuel,Paul,Perkins,F,09/05/2001,24,Divorced,MO,,9904608106,No,Jr.,Native American,,18809,85926,Kansas,873-67-1712,P727954410,Hispanic or Latino,5055,D00026,9219 CHASE PARK LN SAINT LOUIS MO 63132-2643 USA,Total Knee Replacement
1517,P01518,Mrs.,Scott,Rafael,Cook,M,03/24/1970,55,Widowed,MO,,2462902950,No,Sr.,African American,,6184,61963,Texas,922-81-3369,P239620384,Black,5712,D00040,1462 MAPLE LN SAINT LOUIS MO 63140-6355 USA,CT-guided biopsy
1518,P01519,Mrs.,Scott,Lynn,Hopkins,F,03/04/2005,20,Single,MO,,6241857581,Yes,Sr.,Caucasian,,19796,51044,Texas,329-70-3532,P689234115,Hispanic or Latino,1817,D00003,9824 COVINGTON MANOR LN SAINT LOUIS MO 63133-3007 USA,Pediatric Hernia Repair
1519,P01520,Mr.,Sandra,Michael,Wright,F,09/27/1981,44,Widowed,MO,,3424344828,No,Jr.,Caucasian,,10834,42833,California,330-26-9798,P586762645,Other,3913,D00028,1783 PINE ST SAINT LOUIS MO 63128-6044 USA,Pediatric Hernia Repair
1520,P01521,Mrs.,Jennifer,Stephanie,Cook,F,01/11/1959,66,Single,MO,,9565067169,Yes,III,Hispanic,,8482,84940,Texas,811-49-3668,P436043236,Hispanic or Latino,8301,D00039,4662 BROADWAY ST SAINT LOUIS MO 63103-6710 USA,Coronary Artery Bypass Grafting (CABG)
1521,P01522,Mrs.,Scott,Brendan,Hopkins,M,10/11/1967,58,Divorced,MO,,4567365924,Yes,Jr.,African American,,6644,66505,California,559-58-1035,P945414312,Hispanic or Latino,14,D00022,81 HICKORY RD SAINT LOUIS MO 63127-7233 USA,Deep Brain Stimulation (DBS)
1522,P01523,Ms.,Kathryn,Stephanie,Perkins,F,11/08/1969,56,Single,MO,,3034936005,No,,Hispanic,,9007,94862,Illinois,138-64-3514,P860495806,Other,4211,D00028,5898 LINDENWOOD AVE SAINT LOUIS MO 63118-5318 USA,Pediatric Hernia Repair
1523,P01524,Mrs.,Kathryn,Lynn,Davis,F,05/04/1970,55,Married,MO,,4174220563,No,III,African American,,17564,60292,California,691-35-3472,P992752823,White,5017,D00048,5894 CARDINAL WAY APT 2501 SAINT LOUIS MO 63134-9262 USA,Colonoscopy
1524,P01525,Ms.,Scott,Leslie,Hopkins,M,05/14/1984,41,Single,MO,,6277781723,Yes,Sr.,Hispanic,,18776,97732,Kansas,712-51-1149,P383926113,Other,3660,D00037,2586 HICKORY RD SAINT LOUIS MO 63128-6511 USA,Deep Brain Stimulation (DBS)
1525,P01526,Dr.,Dawn,Brendan,Castro,M,06/06/1962,63,Single,MO,,6405963989,Yes,Jr.,Hispanic,,14305,55121,Kansas,991-85-1415,P707261742,White,3316,D00035,806 MAPLE LN SAINT LOUIS MO 63117-2606 USA,Electroconvulsive Therapy (ECT)
1526,P01527,Dr.,Sandra,Michael,Perkins,M,06/14/1966,59,Married,MO,,3283228931,Yes,III,Hispanic,,18808,52272,Illinois,732-36-4682,P394280455,Hispanic or Latino,610,D00016,5360 PESTALOZZI ST SAINT LOUIS MO 63119-6956 USA,Total Knee Replacement
1527,P01528,Mrs.,Kathryn,Stephanie,Wright,F,10/20/1956,69,Single,MO,,3817427010,Yes,III,Native American,,13582,85716,Kansas,793-40-7392,P547308358,White,6540,D00031,2440 BROADWAY ST SAINT LOUIS MO 63102-2326 USA,Pediatric Hernia Repair
1528,P01529,Ms.,Kathryn,Michael,Cook,F,05/01/1997,28,Widowed,MO,,6665049494,Yes,,Native American,,12656,59999,Kansas,512-93-7224,P442971417,White,9338,D00013,1622 MAPLE LN SAINT LOUIS MO 63113-1938 USA,Excision of Skin Cancer
1529,P01530,Master,Kathryn,Michael,Perkins,M,12/01/1994,31,Single,MO,,5555768150,No,III,Caucasian,,18176,30964,Missouri,214-48-8873,P633630916,Asian,1233,D00023,7582 HICKORY RD SAINT LOUIS MO 63115-4126 USA,Pediatric Hernia Repair
1530,P01531,Master,Jennifer,Michael,Perkins,M,02/11/1964,61,Divorced,MO,,8997747000,Yes,III,Hispanic,,7598,48321,Kansas,270-28-6920,P769191213,Asian,2411,D00006,4479 COVINGTON MANOR LN SAINT LOUIS MO 63127-6619 USA,CT-guided biopsy
1531,P01532,Ms.,Dawn,Julian,Wright,M,02/12/1978,47,Married,MO,,8194582912,No,,African American,,12166,41485,Texas,760-36-8763,P924981022,Black,3814,D00019,3553 MAPLE LN SAINT LOUIS MO 63107-6884 USA,Electroconvulsive Therapy (ECT)
1532,P01533,Ms.,John,Melissa,Perkins,F,07/10/1990,35,Married,MO,,4074160394,No,,Asian,,7469,54734,Illinois,758-19-4568,P120454783,Other,6761,D00036,4121 CATALAN ST SAINT LOUIS MO 63140-6035 USA,Excision of Skin Cancer
1533,P01534,Ms.,Samuel,Melissa,Castro,F,08/28/1992,33,Widowed,MO,,4262713891,No,Jr.,Native American,,9393,46051,California,886-55-4137,P171255922,Asian,8035,D00039,5977 LAFAYETTE AVE SAINT LOUIS MO 63107-3664 USA,Coronary Artery Bypass Grafting (CABG)
1534,P01535,Mr.,Benjamin,Justin,Davis,F,02/17/1959,66,Single,MO,,8462542003,Yes,Jr.,African American,,7931,56026,Kansas,954-10-7461,P970473147,Other,4632,D00017,4981 LINDENWOOD AVE SAINT LOUIS MO 63118-1519 USA,Colonoscopy
1535,P01536,Master,Dawn,Justin,Rodriguez,F,07/06/2003,22,Married,MO,,1760070605,Yes,III,Asian,,12810,96329,Texas,968-83-4672,P491049147,Other,4610,D00029,995 MAPLE LN SAINT LOUIS MO 63123-1226 USA,Appendectomy
1536,P01537,Dr.,Rebecca,Leslie,Berg,F,11/25/1964,61,Divorced,MO,,3575944310,Yes,III,Asian,,11500,37599,California,944-13-3778,P387351942,Asian,5210,D00034,2086 CATALAN ST SAINT LOUIS MO 63109-6132 USA,CT-guided biopsy
1537,P01538,Ms.,Benjamin,Melissa,Williams,M,07/03/1989,36,Divorced,MO,,4312885715,No,,African American,,10229,63923,California,609-40-2983,P100990217,Other,7739,D00033,5195 CHASE PARK LN SAINT LOUIS MO 63120-5298 USA,Coronary Artery Bypass Grafting (CABG)
1538,P01539,Dr.,Angela,Stephanie,Rodriguez,F,04/22/1958,67,Married,MO,,7781035243,No,,Asian,,5060,88779,Illinois,804-90-6257,P583226266,Hispanic or Latino,2341,D00031,619 MAPLE LN SAINT LOUIS MO 63129-8917 USA,Pediatric Hernia Repair
1539,P01540,Ms.,Samuel,Julian,Brown,M,03/21/1993,32,Divorced,MO,,9314690253,No,Jr.,Hispanic,,6189,49530,Missouri,952-66-1743,P594488431,Black,3407,D00044,7282 LAFAYETTE AVE SAINT LOUIS MO 63141-1910 USA,Epidural Anesthesia
1540,P01541,Mr.,Samuel,Lynn,Davis,M,10/20/1999,26,Widowed,MO,,4160186768,No,Sr.,Asian,,17203,67987,Missouri,497-59-4014,P937482787,Asian,985,D00017,893 BROADWAY ST SAINT LOUIS MO 63123-4160 USA,Colonoscopy
1541,P01542,Master,Jennifer,Michael,Perkins,F,05/17/1954,71,Single,MO,,6496156659,Yes,Sr.,Native American,,5295,65032,California,900-27-8227,P939481061,Hispanic or Latino,8856,D00001,2277 CARDINAL WAY APT 2501 SAINT LOUIS MO 63112-3269 USA,CT-guided biopsy
1542,P01543,Mrs.,Angela,Justin,Castro,F,07/13/2002,23,Divorced,MO,,9642880669,Yes,Sr.,Native American,,9463,76905,Texas,349-85-1595,P136454743,Other,2357,D00020,6631 BROADWAY ST SAINT LOUIS MO 63116-5199 USA,Deep Brain Stimulation (DBS)
1543,P01544,Master,Scott,Stephanie,Brown,F,11/01/1998,27,Married,MO,,8839799819,No,Jr.,Native American,,10083,81844,Illinois,680-47-6726,P645348841,Asian,9988,D00044,9368 PINE ST SAINT LOUIS MO 63124-4122 USA,Epidural Anesthesia
1544,P01545,Mr.,Kathryn,Leslie,Perkins,F,06/14/1961,64,Married,MO,,8006797169,No,III,African American,,7819,53195,Texas,188-77-2350,P157590136,Asian,4126,D00014,4956 PINE ST SAINT LOUIS MO 63119-3678 USA,Colonoscopy
1545,P01546,Dr.,Kathryn,Lynn,Cook,M,06/20/1983,42,Married,MO,,5400968512,No,Jr.,Hispanic,,19885,45469,Missouri,138-96-5937,P682375346,White,5797,D00039,9316 MAPLE LN SAINT LOUIS MO 63140-6621 USA,Coronary Artery Bypass Grafting (CABG)
1546,P01547,Master,Dawn,Lynn,Davis,F,07/27/1976,49,Single,MO,,9565507567,Yes,,African American,,7993,40347,California,671-96-3308,P114528184,Black,7394,D00009,3043 ARMINDA AVE SAINT LOUIS MO 63108-8689 USA,Electroconvulsive Therapy (ECT)
1547,P01548,Master,Angela,Justin,Rodriguez,F,08/28/1958,67,Widowed,MO,,6782172024,Yes,,Asian,,13184,38797,Texas,359-73-3691,P509847760,Asian,9538,D00007,143 HICKORY RD SAINT LOUIS MO 63134-2455 USA,Coronary Artery Bypass Grafting (CABG)
1548,P01549,Mr.,Benjamin,Brendan,Williams,F,03/24/2005,20,Divorced,MO,,5994313896,No,,Asian,,6675,41910,Kansas,977-57-7633,P241575199,Black,3794,D00008,4288 MAPLE LN SAINT LOUIS MO 63110-2121 USA,Pediatric Hernia Repair
1549,P01550,Master,Kathryn,Rafael,Brown,M,02/24/1998,27,Single,MO,,1986394709,Yes,,Hispanic,,17142,31789,Kansas,926-54-2137,P364151843,Asian,2002,D00026,9395 CATALAN ST SAINT LOUIS MO 63134-5088 USA,Total Knee Replacement
1550,P01551,Mrs.,Samuel,Michael,Perkins,M,12/18/1951,74,Widowed,MO,,8343424664,No,Jr.,Caucasian,,10377,62609,Kansas,835-70-2662,P709952867,Hispanic or Latino,528,D00038,1665 MAPLE LN SAINT LOUIS MO 63117-7494 USA,Excision of Skin Cancer
1551,P01552,Mrs.,Samuel,Michael,Castro,M,03/16/1984,41,Divorced,MO,,4587799847,No,Sr.,Hispanic,,8897,78821,Missouri,502-97-7929,P258581277,White,729,D00012,8479 CATALAN ST SAINT LOUIS MO 63117-6196 USA,Excision of Skin Cancer
1552,P01553,Ms.,Rebecca,Melissa,Wright,F,05/19/1971,54,Single,MO,,5657079757,Yes,III,African American,,10225,52496,Illinois,546-22-7714,P886635497,Other,7448,D00020,7971 MAPLE LN SAINT LOUIS MO 63104-1500 USA,Deep Brain Stimulation (DBS)
1553,P01554,Ms.,Scott,Lynn,Perkins,M,08/15/1987,38,Widowed,MO,,2346342182,Yes,III,Asian,,13470,98632,Illinois,152-13-8065,P206071935,Black,7899,D00022,886 LINDENWOOD AVE SAINT LOUIS MO 63132-5327 USA,Deep Brain Stimulation (DBS)
1554,P01555,Dr.,Kathryn,Julian,Castro,F,06/05/1957,68,Single,MO,,1237419950,Yes,III,African American,,15020,54229,California,901-62-8791,P247187942,Asian,6743,D00021,5703 COVINGTON MANOR LN SAINT LOUIS MO 63130-8648 USA,Epidural Anesthesia
1555,P01556,Ms.,Sandra,Paul,Hopkins,F,06/14/1977,48,Widowed,MO,,5967606462,No,Jr.,Caucasian,,9455,80338,Texas,281-71-2085,P832644828,Black,9083,D00015,2551 LINDENWOOD AVE SAINT LOUIS MO 63125-9951 USA,Total Knee Replacement
1556,P01557,Dr.,Jennifer,Leslie,Brown,M,10/06/1969,56,Single,MO,,4924513256,No,Jr.,Hispanic,,14435,89267,California,360-27-7405,P347089424,Hispanic or Latino,2919,D00050,5167 ARMINDA AVE SAINT LOUIS MO 63121-5787 USA,Colonoscopy
1557,P01558,Dr.,Rebecca,Stephanie,Williams,M,04/03/1983,42,Widowed,MO,,7363093891,No,III,Asian,,11642,94079,California,851-17-6078,P606254986,Asian,9389,D00010,5834 COVINGTON MANOR LN SAINT LOUIS MO 63127-3175 USA,Electroconvulsive Therapy (ECT)
1558,P01559,Mrs.,Angela,Justin,Rodriguez,M,01/15/1992,33,Widowed,MO,,8741343506,No,Jr.,African American,,12343,70759,California,159-32-2838,P491164934,White,1406,D00002,7279 CHASE PARK LN SAINT LOUIS MO 63136-4030 USA,Total Knee Replacement
1559,P01560,Mr.,Dawn,Paul,Hopkins,M,06/17/1980,45,Married,MO,,3908923072,Yes,Sr.,Asian,,8435,90375,Illinois,660-42-6630,P812724679,Asian,2031,D00044,3954 PESTALOZZI ST SAINT LOUIS MO 63120-1868 USA,Epidural Anesthesia
1560,P01561,Mrs.,Rebecca,Brendan,Berg,F,06/21/1977,48,Divorced,MO,,1851767380,No,III,Native American,,8483,93804,Texas,823-93-8977,P804198186,Asian,3294,D00040,5493 CATALAN ST SAINT LOUIS MO 63118-7893 USA,CT-guided biopsy
1561,P01562,Ms.,Angela,Melissa,Williams,F,01/25/1995,30,Widowed,MO,,8471646973,Yes,Jr.,Caucasian,,15349,60488,Illinois,300-92-6015,P913592160,Black,3483,D00001,5950 MAPLE LN SAINT LOUIS MO 63120-1722 USA,CT-guided biopsy
1562,P01563,Dr.,Benjamin,Justin,Hopkins,F,07/15/1967,58,Married,MO,,2107874974,No,Jr.,Caucasian,,7621,86926,Kansas,724-30-8791,P247017829,Asian,2147,D00017,6474 PINE ST SAINT LOUIS MO 63127-7787 USA,Colonoscopy
1563,P01564,Mrs.,Samuel,Julian,Rodriguez,F,04/23/1978,47,Single,MO,,1819047443,Yes,,Hispanic,,9202,83099,Missouri,556-74-2579,P639564618,Other,5861,D00012,8022 ARMINDA AVE SAINT LOUIS MO 63113-4113 USA,Excision of Skin Cancer
1564,P01565,Master,John,Leslie,Williams,F,03/17/1978,47,Widowed,MO,,7770504102,No,,Caucasian,,13545,84600,Missouri,327-66-1170,P781042335,Other,3949,D00015,6297 PESTALOZZI ST SAINT LOUIS MO 63125-2106 USA,Total Knee Replacement
1565,P01566,Mrs.,John,Lynn,Berg,F,10/17/1992,33,Divorced,MO,,3644641037,No,Sr.,Asian,,14640,38968,Texas,316-94-9875,P375743748,Other,3986,D00032,4482 CARDINAL WAY APT 2501 SAINT LOUIS MO 63114-6395 USA,Coronary Artery Bypass Grafting (CABG)
1566,P01567,Dr.,Rebecca,Leslie,Rodriguez,F,10/09/1976,49,Divorced,MO,,9103266625,No,Jr.,Native American,,8044,61504,Missouri,460-18-5382,P573057773,Hispanic or Latino,6127,D00023,2338 LAFAYETTE AVE SAINT LOUIS MO 63101-9847 USA,Pediatric Hernia Repair
1567,P01568,Ms.,Scott,Leslie,Cook,M,01/07/1960,65,Married,MO,,3146244051,Yes,,Asian,,19818,97668,Illinois,498-73-1997,P780161743,Black,6824,D00026,6610 TORLINA DR SAINT LOUIS MO 63122-3179 USA,Total Knee Replacement
1568,P01569,Dr.,John,Rafael,Berg,M,01/23/1966,59,Widowed,MO,,7497242033,No,Sr.,Hispanic,,19893,40913,Kansas,977-95-9945,P483889379,Black,6840,D00048,4503 CARDINAL WAY APT 2501 SAINT LOUIS MO 63102-4984 USA,Colonoscopy
1569,P01570,Dr.,Benjamin,Julian,Hopkins,F,07/15/1956,69,Widowed,MO,,1063623260,Yes,Sr.,African American,,7798,65331,Texas,184-90-2617,P684391147,Other,5243,D00046,5509 PINE ST SAINT LOUIS MO 63107-2271 USA,Electroconvulsive Therapy (ECT)
1570,P01571,Mrs.,Dawn,Brendan,Hopkins,M,08/27/1994,31,Single,MO,,1432410713,No,III,African American,,7079,35865,Missouri,519-74-7950,P914154953,Asian,5267,D00019,7100 LINDENWOOD AVE SAINT LOUIS MO 63107-6820 USA,Electroconvulsive Therapy (ECT)
1571,P01572,Mrs.,Dawn,Julian,Perkins,M,12/09/1974,51,Single,MO,,6884960431,No,III,African American,,18192,71209,Illinois,121-37-5571,P294425754,White,2395,D00045,9490 BROADWAY ST SAINT LOUIS MO 63107-1311 USA,Appendectomy
1572,P01573,Mrs.,Kathryn,Leslie,Brown,F,06/04/1963,62,Divorced,MO,,4622524626,No,III,Asian,,11133,84589,Texas,694-75-4069,P679088575,Hispanic or Latino,3953,D00024,5844 COVINGTON MANOR LN SAINT LOUIS MO 63107-9181 USA,Pediatric Hernia Repair
1573,P01574,Dr.,Samuel,Julian,Rodriguez,F,07/26/1952,73,Single,MO,,2254052965,No,III,Caucasian,,10866,82143,Kansas,803-97-7478,P358705214,White,1344,D00040,5715 LAFAYETTE AVE SAINT LOUIS MO 63109-9630 USA,CT-guided biopsy
1574,P01575,Mr.,John,Stephanie,Perkins,F,08/28/1990,35,Single,MO,,7953132811,No,Sr.,Asian,,14892,90855,California,919-81-3770,P871956231,Asian,5221,D00039,6353 BROADWAY ST SAINT LOUIS MO 63130-9443 USA,Coronary Artery Bypass Grafting (CABG)
1575,P01576,Ms.,John,Michael,Rodriguez,M,07/14/1964,61,Divorced,MO,,8879210200,No,Sr.,Caucasian,,13019,97702,Missouri,525-54-3366,P218671315,Other,48,D00014,4014 ARMINDA AVE SAINT LOUIS MO 63110-4817 USA,Colonoscopy
1576,P01577,Dr.,Dawn,Lynn,Castro,M,01/25/1974,51,Married,MO,,8494189219,No,Sr.,Hispanic,,17627,34841,Kansas,666-58-5659,P759960833,Asian,4991,D00041,5988 CATALAN ST SAINT LOUIS MO 63138-4062 USA,Epidural Anesthesia
1577,P01578,Mr.,Dawn,Lynn,Hopkins,F,08/14/1986,39,Widowed,MO,,3612289532,Yes,Jr.,Caucasian,,7164,98171,Illinois,385-27-9433,P416964253,Hispanic or Latino,2674,D00002,1598 BROADWAY ST SAINT LOUIS MO 63110-6806 USA,Total Knee Replacement
1578,P01579,Master,Benjamin,Brendan,Davis,F,06/25/1972,53,Married,MO,,5502716358,Yes,,Native American,,12999,72665,Kansas,103-23-6212,P895961859,Black,3476,D00017,4873 MAPLE LN SAINT LOUIS MO 63125-9087 USA,Colonoscopy
1579,P01580,Mr.,Benjamin,Paul,Castro,F,12/06/2002,23,Divorced,MO,,6364559314,No,III,Caucasian,,16780,39980,Illinois,290-59-2505,P779384655,White,6481,D00030,8391 PESTALOZZI ST SAINT LOUIS MO 63118-3261 USA,Epidural Anesthesia
1580,P01581,Mrs.,Sandra,Justin,Wright,F,06/26/1961,64,Married,MO,,4392598747,No,Jr.,Hispanic,,15968,96713,Missouri,128-25-7519,P349515476,Black,7771,D00029,9859 HICKORY RD SAINT LOUIS MO 63137-4733 USA,Appendectomy
1581,P01582,Ms.,Sandra,Melissa,Rodriguez,F,06/24/1988,37,Married,MO,,7830529962,No,,Native American,,6806,76634,California,608-27-4070,P118526479,Hispanic or Latino,3900,D00013,8820 TORLINA DR SAINT LOUIS MO 63117-8758 USA,Excision of Skin Cancer
1582,P01583,Master,Scott,Leslie,Hopkins,M,11/09/1986,39,Married,MO,,7647923307,No,III,Asian,,19985,78223,California,117-41-2178,P359341588,White,6595,D00039,8842 MAPLE LN SAINT LOUIS MO 63110-9046 USA,Coronary Artery Bypass Grafting (CABG)
1583,P01584,Dr.,Dawn,Leslie,Rodriguez,M,02/24/1969,56,Single,MO,,4483373297,No,,African American,,7033,42678,Illinois,507-28-4692,P211506491,Other,543,D00035,299 HICKORY RD SAINT LOUIS MO 63116-9106 USA,Electroconvulsive Therapy (ECT)
1584,P01585,Dr.,Dawn,Julian,Brown,F,06/04/1976,49,Married,MO,,9340047311,No,III,Native American,,10551,78533,Illinois,322-72-1935,P289870840,Black,3946,D00032,4912 CHASE PARK LN SAINT LOUIS MO 63141-1745 USA,Coronary Artery Bypass Grafting (CABG)
1585,P01586,Master,Sandra,Melissa,Wright,M,03/08/1961,64,Divorced,MO,,3024749042,No,Sr.,Native American,,10898,36385,California,969-22-3237,P125012423,Asian,4501,D00009,5828 CARDINAL WAY APT 2501 SAINT LOUIS MO 63120-9841 USA,Electroconvulsive Therapy (ECT)
1586,P01587,Master,Sandra,Rafael,Cook,M,06/19/2003,22,Divorced,MO,,2986999390,No,,Hispanic,,7880,88926,California,452-32-4117,P909384724,Black,3076,D00014,3248 TORLINA DR SAINT LOUIS MO 63126-8872 USA,Colonoscopy
1587,P01588,Mr.,Benjamin,Michael,Rodriguez,F,07/28/2004,21,Single,MO,,2266790902,No,III,Native American,,18881,35046,Kansas,635-50-3554,P197653181,Hispanic or Latino,6295,D00006,9383 CHASE PARK LN SAINT LOUIS MO 63112-3634 USA,CT-guided biopsy
1588,P01589,Dr.,Samuel,Leslie,Cook,M,09/19/1970,55,Married,MO,,9465422189,Yes,III,Asian,,12714,62646,Kansas,941-32-8692,P932887546,Asian,6044,D00003,2683 MAPLE LN SAINT LOUIS MO 63111-7765 USA,Pediatric Hernia Repair
1589,P01590,Master,Scott,Melissa,Wright,F,07/24/2003,22,Widowed,MO,,6321637526,Yes,Jr.,Native American,,11634,87463,Illinois,126-64-1702,P454657042,Asian,4737,D00033,8032 CARDINAL WAY APT 2501 SAINT LOUIS MO 63133-1133 USA,Coronary Artery Bypass Grafting (CABG)
1590,P01591,Mrs.,Sandra,Paul,Brown,F,01/10/1978,47,Married,MO,,7243269066,Yes,Sr.,African American,,19904,81312,Missouri,990-11-1515,P322617624,White,5870,D00003,8267 CARDINAL WAY APT 2501 SAINT LOUIS MO 63121-7476 USA,Pediatric Hernia Repair
1591,P01592,Mrs.,Scott,Rafael,Davis,M,12/14/1960,65,Divorced,MO,,4245548226,Yes,Sr.,Hispanic,,12342,77852,California,837-16-3329,P132431020,Other,9307,D00003,9968 CHASE PARK LN SAINT LOUIS MO 63114-4004 USA,Pediatric Hernia Repair
1592,P01593,Mr.,Dawn,Brendan,Davis,M,07/09/1953,72,Married,MO,,6700129098,No,III,Caucasian,,17153,93667,Missouri,746-68-4882,P980293397,Black,8199,D00032,1764 MAPLE LN SAINT LOUIS MO 63110-3403 USA,Coronary Artery Bypass Grafting (CABG)
1593,P01594,Mrs.,Samuel,Leslie,Berg,M,06/13/1987,38,Divorced,MO,,1707773617,Yes,,Asian,,9233,44608,California,833-31-6332,P228701282,White,863,D00002,9493 COVINGTON MANOR LN SAINT LOUIS MO 63129-9565 USA,Total Knee Replacement
1594,P01595,Mr.,Jennifer,Michael,Castro,M,04/28/1987,38,Widowed,MO,,9951277058,No,III,African American,,17075,48147,Illinois,991-77-3168,P435212885,Black,5071,D00031,3011 CHASE PARK LN SAINT LOUIS MO 63127-1076 USA,Pediatric Hernia Repair
1595,P01596,Dr.,Samuel,Leslie,Wright,F,07/07/1961,64,Divorced,MO,,6910728105,No,III,Caucasian,,19380,95750,Texas,751-47-3500,P957493376,Asian,7577,D00022,7723 PESTALOZZI ST SAINT LOUIS MO 63125-3234 USA,Deep Brain Stimulation (DBS)
1596,P01597,Master,John,Melissa,Perkins,M,07/09/1966,59,Single,MO,,6198392434,No,,African American,,10488,33084,Kansas,906-70-4669,P287141035,Black,3456,D00025,5335 ARMINDA AVE SAINT LOUIS MO 63128-8267 USA,CT-guided biopsy
1597,P01598,Ms.,Samuel,Melissa,Berg,M,01/07/1957,68,Widowed,MO,,3506484248,Yes,Jr.,Native American,,7113,50170,California,724-57-6489,P328230935,Hispanic or Latino,2255,D00017,631 ARMINDA AVE SAINT LOUIS MO 63122-5512 USA,Colonoscopy
1598,P01599,Ms.,Scott,Julian,Cook,F,07/27/1988,37,Married,MO,,1992676050,Yes,,Caucasian,,15723,39716,Illinois,519-37-4664,P888728488,Black,5691,D00041,5460 CARDINAL WAY APT 2501 SAINT LOUIS MO 63114-7860 USA,Epidural Anesthesia
1599,P01600,Master,Dawn,Leslie,Cook,M,10/28/1956,69,Single,MO,,3876893279,Yes,Jr.,Hispanic,,10585,43937,Kansas,793-87-1242,P935372099,Asian,8064,D00013,1188 TORLINA DR SAINT LOUIS MO 63107-9925 USA,Excision of Skin Cancer
1600,P01601,Mrs.,Benjamin,Stephanie,Williams,F,01/11/2002,23,Widowed,MO,,3590887493,Yes,Sr.,Native American,,6610,40232,Missouri,968-89-2681,P124179498,White,5889,D00041,8905 LINDENWOOD AVE SAINT LOUIS MO 63132-4973 USA,Epidural Anesthesia
1601,P01602,Ms.,Kathryn,Michael,Williams,M,08/14/1958,67,Widowed,MO,,8672421976,No,III,Native American,,16835,69599,Illinois,390-89-8226,P115744202,Black,6204,D00024,3255 BROADWAY ST SAINT LOUIS MO 63120-3749 USA,Pediatric Hernia Repair
1602,P01603,Master,Scott,Stephanie,Davis,F,04/18/1971,54,Single,MO,,6032597521,Yes,Jr.,Caucasian,,19488,76657,California,187-62-7245,P164269705,Other,7332,D00017,8007 PESTALOZZI ST SAINT LOUIS MO 63127-7389 USA,Colonoscopy
1603,P01604,Ms.,Rebecca,Michael,Williams,F,01/12/1970,55,Single,MO,,1089316680,No,,Asian,,16902,86751,Illinois,889-35-8787,P619935880,Other,5129,D00047,3203 CATALAN ST SAINT LOUIS MO 63136-3916 USA,Deep Brain Stimulation (DBS)
1604,P01605,Mrs.,Dawn,Michael,Hopkins,F,11/22/1989,36,Divorced,MO,,4220308547,Yes,III,African American,,5028,59671,Kansas,528-73-3363,P877055276,White,5663,D00014,764 MAPLE LN SAINT LOUIS MO 63134-4529 USA,Colonoscopy
